ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,authenticator
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Furniture,Tables,244.615,1,0.3,20.967,76c38e7a-041b-4c2f-8be3-7a8ab499b5dc
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Technology,Phones,59.97,3,0.0,28.7856,19731cc1-87b8-42cd-a55c-9d16f9356b8a
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,81.54,9,0.0,36.693,2d15ee08-caf7-45c7-8cc8-41e2b5c68a43
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Fasteners,11.68,4,0.0,5.256,3b5e163a-b2e4-4495-be17-944ac406ff2c
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Binders,29.0,5,0.0,13.92,6bacf7f3-095a-4685-94f8-016fa0379a22
Standard Class,Corporate,United States,Yucaipa,California,92399,West,Office Supplies,Art,50.8,5,0.0,13.208,e003c417-e216-475e-95f2-0bc64369b8e0
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,16.03,5,0.8,-25.648,656b9508-188d-4476-941a-f012be5aeba7
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.712,4,0.2,5.6956,f7b52a10-9b94-4187-9f37-7e868186c82c
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,18.8937,ee685b03-60f7-44e1-831c-e205898c1a17
Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Bookcases,435.999,3,0.15,20.5176,f92264f1-1d00-470e-baa1-108ea5c49211
Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,83.984,2,0.2,31.494,59545c4c-a23f-4d22-a9a0-09d2be9ba477
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,359.98,2,0.0,93.5948,8bd7070c-a7d5-47cd-a2ad-8bcab53c6f2b
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Furniture,Tables,70.56,1,0.3,-4.032,5a8299ae-c91c-4c8e-9727-1c10df0dc7e0
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,20.88,2,0.0,9.6048,db5f10ff-0ca4-482f-b316-d270d7d1ce2c
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,3.81,1,0.0,1.8288,435ffa7e-1255-45e3-a73f-c287a9cc9ddf
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,73.008,9,0.2,26.4654,ee28161e-bac4-4628-bf0e-86949edd3ab1
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,3.208,2,0.8,-5.2932,31493d44-be28-48db-804f-e2c45f46e593
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,26.176,2,0.2,-3.272,da08efa6-2c21-4c62-ba60-6787f1051595
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068,57acc69e-8f32-42fd-8df2-80a06f2d4f2a
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Furnishings,35.28,3,0.0,11.9952,fedda79d-f530-4f8d-8ae8-279136686109
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Paper,19.44,3,0.0,9.3312,bd974bc5-cf80-4122-aae0-c9940c6b59ef
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,37.88,2,0.0,18.94,ee85c5d0-4ddb-4c6c-bd43-a89e2a06a9df
Second Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,9.552,3,0.6,-3.8208,baff3b05-fd5f-4cfa-a073-dcc429f647de
First Class,Consumer,United States,Mission Viejo,California,92691,West,Furniture,Bookcases,290.666,2,0.15,3.4196,f73d5818-73c3-4a94-b958-9cf89c8cb53c
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,ece8a259-64cc-44c1-960a-ede8d5477c4a
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,14.352,3,0.2,4.485,560519da-616f-4416-9b02-4fc8ee04760a
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Bookcases,141.96,2,0.0,41.1684,f6ddcb7e-6f9e-4673-93bc-f7ca1137703b
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,66.048,4,0.2,23.1168,8dc2bfe8-1c2c-4d49-823f-22327005a578
Same Day,Consumer,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,1287.45,5,0.0,244.6155,ab742d04-8d0b-4274-ad51-f514e27f4f16
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,25.824,6,0.2,9.0384,34f1144b-39ea-4ffe-8d56-a98b6a6030db
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,160.96,2,0.0,48.288,2be3d885-c6dd-4fdd-a3f7-9238d1afc9ea
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Furnishings,28.44,3,0.0,11.376,02e9ea03-e311-4aff-ab24-9061d7fa64ec
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,364.41,5,0.1,8.098,75836f4b-8bf8-4f43-b0d8-8260146f8e90
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Technology,Phones,39.96,4,0.0,10.3896,ac7dcace-5151-4212-b35e-a6e62ce5a4bd
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,361.764,2,0.1,68.3332,ff05e42f-1ba2-446c-b732-435f61dd6874
First Class,Corporate,United States,Conroe,Texas,77301,Central,Office Supplies,Storage,111.672,9,0.2,6.9795,b0eb7c81-121d-4e32-9a5a-60a3a782c4fb
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,13.776,6,0.8,-22.0416,50a50087-c86e-42ab-a8d6-12e0f4ecc48f
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,10.272,3,0.2,3.21,b5ed0e01-9531-478d-8b9d-ada5cd03feda
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,24.048,9,0.2,7.2144,fdd0df86-0189-411e-803e-326564746075
First Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Envelopes,2.896,1,0.2,0.9774,bf5bcb79-8af0-4bfb-9065-01f7a601c935
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,17.94,3,0.0,8.7906,62f7394f-6a52-4051-8798-5413c26e86b2
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,384.174,7,0.1,29.8802,6ce61c74-69c2-4977-9d99-56a5f4a10d84
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1799.75,5,0.0,539.925,94b9bbc5-b420-4df0-bf4c-dd94ef07a58a
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,580.672,4,0.2,65.3256,6b211bc5-9db4-464c-941c-6cee84d252f4
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,18.936,3,0.2,5.9175,de405493-cd74-4dd2-8eba-08ef43bca300
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,222.384,2,0.2,16.6788,8d080cf0-0398-437c-8a05-6058b1e99ac5
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,50.454,6,0.7,-33.636,868de86f-aed6-478a-978a-a8a526fdfb3e
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,154.764,3,0.4,-36.1116,72594d86-ce4f-4777-a6d4-187995c54737
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,6.848,2,0.2,2.14,7c897435-ee01-42bd-8a01-83fd36cbb980
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,1091.168,4,0.2,68.198,490b816a-bf4e-4aec-9de1-8f83cc095a5e
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,219.168,2,0.2,-43.8336,002d5daa-ec40-424c-8058-0907ace03693
First Class,Consumer,United States,Pasadena,Texas,77506,Central,Office Supplies,Binders,6.928,1,0.8,-11.0848,81f17d90-d338-4927-b4ad-20604e5338c0
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,40.032,6,0.2,15.012,812ab87e-6c03-46a7-b75c-64f948a7d877
Standard Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,443.92,4,0.0,13.3176,66b34fd1-a05d-477a-8d28-88de5b16b98a
Standard Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,169.99,1,0.0,78.1954,9efdf323-afeb-4748-8228-e2cb8a52f99d
Standard Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,8924747c-da93-4c3b-b483-03eb794723f0
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,36.99,1,0.0,9.9873,2fc7dd25-ba66-4071-902e-11bf33005caf
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,629.1,6,0.0,301.968,3d1580c2-1a8e-4c7a-942f-52199d8e548c
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,193.95,3,0.0,9.6975,ebc84907-3084-43ea-bfd1-c133beb94e62
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,5.46,3,0.0,1.4742,a9d77ca5-0dd1-401b-a8ee-2142dc7015eb
First Class,Corporate,United States,Tinley Park,Illinois,60477,Central,Furniture,Furnishings,22.288,7,0.6,-8.9152,f3304795-715e-4fb7-aec6-22d076dd5217
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,65.424,4,0.6,-52.3392,c6e5b8a3-9def-4150-90dd-53a2401d75e9
Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,77.88,2,0.0,3.894,0d3cfc9c-19f4-47f9-b686-45e43cc1bd45
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Chairs,281.372,2,0.3,-12.0588,48ec7464-c0ed-4f28-9bfb-8c407f0562c5
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.488,8,0.7,-5.2416,15765c16-8add-4415-be21-312ed3c803bc
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,22.336,4,0.2,7.8176,a5372e1e-504f-4cb3-87be-0849b1890707
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.368,2,0.2,3.6288,e74e9205-7d1f-472b-8737-c62d8c22b375
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,65.79,9,0.0,30.2634,339a0ab9-db97-451b-a428-27c48acc85aa
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,271.984,2,0.2,88.3948,ba062ff8-82f0-4156-b1e2-33bb3fad8f26
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,11.76,4,0.0,3.1752,f6a8b94f-89c9-4edc-9dbc-6a8aaea4c561
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,77.52,2,0.0,37.9848,4d059943-8290-4965-9658-000e874d4657
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,48.64,2,0.2,15.808,65ff24a4-983f-4b66-a04e-b175c57cac28
Same Day,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Fasteners,1.81,1,0.0,0.6516,50ddbd4f-b759-4aff-8fb3-31ba08a43e89
Same Day,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Binders,8.26,2,0.0,3.8822,4e119b72-77fa-4e25-943b-d4dd2357a263
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,43.56,5,0.2,3.267,5e21f665-232d-4b48-918e-5cec1b8cac92
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Supplies,5.84,2,0.2,0.73,88792cec-f91d-4bc5-8cf6-bf3f82a9873d
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,271.764,2,0.1,60.392,41dd48a4-2023-4cf7-b308-0817b4c1671b
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,262.24,2,0.0,78.672,e0c11436-41ea-46ef-87c0-7b52311b8878
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,182.72,8,0.0,84.0512,f6415d56-e433-4939-9bb9-3430533bf706
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,131.6,7,0.0,7.896,50b88c83-707f-40e4-a94a-4c659f0b3580
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,22.72,4,0.2,7.384,2c7ea3a1-393f-49d3-b859-b98b8013c366
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Machines,558.4,2,0.2,41.88,a072d67a-5055-454d-b9b6-bfc0d89e3f1b
Standard Class,Home Office,United States,Dubuque,Iowa,52001,Central,Office Supplies,Binders,15.24,4,0.0,6.858,2178d161-fc52-44e9-a7cd-f3cdfb13e21c
Standard Class,Home Office,United States,Dubuque,Iowa,52001,Central,Furniture,Chairs,1408.1,10,0.0,394.268,970c20f1-4aeb-43ea-94c2-21342f0c85ee
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,32.896,4,0.2,11.1024,d0767469-cb29-4e06-8256-1b55db17abef
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Tables,215.148,2,0.4,-103.9882,a783050f-459f-4fd6-9fea-356a76fbfe2e
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,30.96,6,0.2,11.223,fa78ab05-91a4-4b8b-a1ff-b20299b3aabf
First Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Storage,29.79,3,0.0,8.6391,8491d4f7-4c40-4876-a3d9-59ca4f908d02
First Class,Consumer,United States,Inglewood,California,90301,West,Furniture,Furnishings,128.9,2,0.0,15.468,5a8503cf-f3ed-4fc3-aaa4-72c8d59c4898
First Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Paper,60.12,9,0.0,28.8576,c3fb734c-894a-4d69-b3df-be742532b56a
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Office Supplies,Binders,24.816,3,0.2,8.3754,26bf4c14-589d-49e6-b0d1-b4c90103e4f1
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Office Supplies,Binders,14.976,6,0.2,5.4288,759a9ffa-2855-44ce-a187-2b9e94ea84ef
First Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,15.08,2,0.8,-22.62,e814cff5-7990-4805-93c8-f77f19438693
First Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,24.288,3,0.6,-12.7512,c972aa8e-1cde-402a-b0da-02a9a4b8640f
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,16.192,2,0.6,-8.5008,f4aff8c4-890f-4137-bbd0-c9db3d9d654c
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Tables,251.006,2,0.3,-68.1302,ceedc4ef-9484-417c-9508-5abb2d001740
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,54.192,6,0.2,4.0644,83dd2725-3db3-4982-8a7e-65a3991d730e
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,4.304,1,0.2,1.5602,e57c99fa-5065-48d6-ac22-fdd89db7290e
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,108.92,14,0.0,49.014,24664de8-dffb-46fd-ac86-3b2f7f651b19
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.74,3,0.0,8.37,f1c75d5d-01ea-46da-b8b8-766ce00a920d
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,2504.74,7,0.0,626.185,b5ecb3ee-da55-4aae-aa53-4726ee62a34a
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,84.784,2,0.2,-16.9568,14b066e3-c8ac-4a17-bb46-55f1e9ef2d1c
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Storage,29.9,5,0.0,5.083,abc20a5e-df07-4c6c-9487-edc528ab9206
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,70.88,2,0.0,33.3136,2ba76433-ff7e-4588-aeba-dc7815d60d4e
Standard Class,Home Office,United States,Auburn,Alabama,36830,South,Office Supplies,Art,3.76,2,0.0,1.0904,e057d9a5-b4ea-4c63-b5c9-14a617f5e24c
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,27.264,2,0.2,8.8608,317f347b-48a8-4c1f-bd87-6cadd0cf9824
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Appliances,56.65,5,0.0,24.3595,9599e061-2001-47c8-99dc-bc85b4a77ca7
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,14.97,1,0.0,4.1916,39275b79-3a38-4282-b712-3d492b2ef052
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,4.02,2,0.0,1.9698,a9a650d0-cf06-41c1-a18d-029ffb5bfb41
Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,471.92,2,0.2,29.495,2c2a00f3-141d-4691-8685-1822d89e891b
Second Class,Consumer,United States,Macon,Georgia,31204,South,Office Supplies,Binders,58.72,4,0.0,27.0112,5243982e-0776-4436-86d1-4b5e55d8b2bd
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Art,5.16,3,0.2,0.8385,383a4831-9703-450a-8982-8f0291c9ad8c
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,16.496,2,0.2,5.5674,caabcf07-c819-4f2e-9e09-26d48c279f1c
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,71.976,3,0.2,19.7934,3bfc67d3-4793-4acc-9072-50b8c1cb3aed
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,22.512,3,0.2,2.2512,304eace0-16c1-4f4e-8939-3cb204239c9a
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.444,2,0.7,-2.7552,3c69a4c1-5de6-412c-a6c7-b6fc4e45c8e0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,538.194,2,0.7,-412.6154,12c62274-7367-41a8-83ab-bcef293131df
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,47.984,2,0.2,14.3952,e4a5ff6a-98f4-4b31-9dcb-c42c951e91d7
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,492.768,4,0.2,55.4364,bc1a316a-34d2-4a9d-b9e9-427961892463
Second Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Art,286.79,7,0.0,74.5654,5153f170-bc97-4dad-b703-84cacf900f68
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,5.08,1,0.2,1.651,ba15e266-254f-4155-97be-314507050a77
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,47.992,1,0.2,7.1988,b6e4a1b7-687b-4ddb-91a6-238bd679852a
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Appliances,61.96,2,0.0,16.1096,035eff66-7d8d-475b-b4ce-0663b5aba366
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Furniture,Bookcases,361.96,2,0.0,83.2508,d56043d5-8085-4abc-a6f6-f0413d9f3ff6
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Paper,278.82,9,0.0,125.469,e9622047-cd42-4e57-93f5-1a965825477a
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,133.38,6,0.0,58.6872,4f56df1f-8acf-4f9d-9223-f7002fef5f8b
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,47.952,3,0.2,16.1838,9ed16d30-320a-42b0-aa20-274f37fca770
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,16.74,2,0.0,4.3524,7176dbfb-dc9d-4e0f-9f83-91d707fdeda1
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.848,2,0.2,3.5256,6888d344-0bb5-4ec9-b454-dfc0a9970856
